id,startTime,endTime,durationSeconds,targetDurationSeconds,timerMode,completed,notes
60e5f0f9-362b-4d43-891e-5d32fca27330,2015-01-05T05:56:02.000000,2015-01-05T07:05:06.000000,4144,4144,timed,1,
80735c57-49fb-409a-bae6-0e4801303c78,2015-01-05T10:00:57.000000,2015-01-05T12:50:16.000000,10159,10159,timed,1,
204d577a-ca8e-44a7-b711-d8d8145fbfdc,2015-01-05T13:34:27.000000,2015-01-05T14:18:11.000000,2624,2624,timed,1,
5a77e53e-5b36-457f-bb96-d5183e24ca9b,2015-01-05T16:56:36.000000,2015-01-05T19:42:59.000000,9983,9983,timed,1,
e61dd381-8f10-49fc-8cba-f0cbf8c9f58b,2015-01-06T01:05:14.000000,2015-01-06T02:03:29.000000,3495,3495,timed,1,
1128b2d9-43c3-4795-931e-c75e299c106b,2015-01-06T04:46:13.000000,2015-01-06T05:54:15.000000,4082,4082,timed,1,
8e20159c-3f73-4daf-82e4-8e40d1c3bbaa,2015-01-06T10:35:24.000000,2015-01-06T10:49:04.000000,820,820,timed,1,
e1d5c9c9-df3c-4ffa-a45b-eedf78fe1b33,2015-01-06T13:56:06.000000,2015-01-06T16:41:41.000000,9935,9935,timed,1,
4afd70da-aad0-422f-9b2c-38feff5b512f,2015-01-06T19:57:10.000000,2015-01-06T20:30:59.000000,2029,2029,timed,1,
9bd3627f-8fb8-4554-907f-11edc68f634f,2015-01-07T00:00:06.000000,2015-01-07T01:25:37.000000,5131,5131,timed,1,
74d5c8c3-87ce-48e7-be6f-84b5d0c40996,2015-01-07T04:54:41.000000,2015-01-07T05:12:41.000000,1080,1080,timed,1,
5f976895-c1a9-4ad2-ba96-4c9d567eddac,2015-01-07T07:56:58.000000,2015-01-07T09:44:41.000000,6463,6463,timed,1,
135b6966-92bf-4fb0-a27a-66e5f9fcebcc,2015-01-07T14:00:14.000000,2015-01-07T15:46:01.000000,6347,6347,timed,1,
808cad00-7b93-4771-b05e-a4bb6310ddf0,2015-01-07T20:02:04.000000,2015-01-07T20:12:37.000000,633,633,timed,1,
6bf562d3-a5e9-4a7e-a690-96f7b638ba4d,2015-01-08T01:00:36.000000,2015-01-08T03:05:33.000000,7497,7497,timed,1,
00004d1a-f173-4e11-a5eb-77c9e710c013,2015-01-08T08:04:06.000000,2015-01-08T09:47:09.000000,6183,6183,timed,1,
ea433a8b-4643-4e25-a17d-3e0ce0af0d0a,2015-01-08T11:55:40.000000,2015-01-08T13:37:19.000000,6099,6099,timed,1,
d253da0c-544f-42ca-bf37-c68197c2a809,2015-01-08T14:09:35.000000,2015-01-08T14:37:47.000000,1692,1692,timed,1,
c2ed82bc-b269-4573-9a17-c07c0f49908a,2015-01-08T16:24:01.000000,2015-01-08T19:13:11.000000,10150,10150,timed,1,
9f73fec6-043e-4e2e-83ef-efa8814830eb,2015-01-08T22:31:35.000000,2015-01-09T00:21:04.000000,6569,6569,timed,1,
8536023c-4bd2-4ce2-a6e2-cba72523ed0c,2015-01-09T02:24:24.000000,2015-01-09T03:00:50.000000,2186,2186,timed,1,
27096d69-72ff-4072-a17d-96c2a3c9a02a,2015-01-09T06:16:09.000000,2015-01-09T07:46:38.000000,5429,5429,timed,1,
d8e5016f-75a2-4972-8567-0e29849dcf24,2015-01-09T08:47:45.000000,2015-01-09T09:03:26.000000,941,941,timed,1,
fa44f0c5-d125-4b46-8648-fed438de29ce,2015-01-09T12:08:29.000000,2015-01-09T14:44:58.000000,9389,9389,timed,1,
4edfea01-d2bf-4509-9abe-a079c1d1cd65,2015-01-09T19:50:45.000000,2015-01-09T22:00:42.000000,7797,7797,timed,1,
5490091e-0896-4c6b-9fb7-e27381343f41,2015-01-10T02:08:20.000000,2015-01-10T02:45:00.000000,2200,2200,timed,1,
d11f6eec-f3ca-4c14-93bb-d277521675bf,2015-01-10T07:44:19.000000,2015-01-10T08:37:55.000000,3216,3216,timed,1,
2b7bc4d1-2957-49d2-901f-d605c84f392a,2015-01-10T11:12:17.000000,2015-01-10T13:37:19.000000,8702,8702,timed,1,
28b916d8-4971-43c2-857d-af1de3cb1140,2015-01-10T16:21:54.000000,2015-01-10T19:19:12.000000,10638,10638,timed,1,
c7e0643e-5483-4aa0-a07a-d6d30874d3ba,2015-01-11T00:44:07.000000,2015-01-11T03:15:11.000000,9064,9064,timed,1,
86792e48-dc02-4925-af1b-b084c291dfd6,2015-01-11T05:39:22.000000,2015-01-11T07:29:06.000000,6584,6584,timed,1,
093f576c-f13a-4016-aec7-c61c9b5d9a5c,2015-01-11T08:20:10.000000,2015-01-11T11:19:25.000000,10755,10755,timed,1,
9f87eb5c-08bf-443f-9690-4fdf79206e68,2015-01-11T16:02:05.000000,2015-01-11T17:03:38.000000,3693,3693,timed,1,
117db8ff-c7cd-4a3c-9509-482e228c4f8e,2015-01-11T22:55:30.000000,2015-01-12T00:40:28.000000,6298,6298,timed,1,
3c68b071-d79a-40de-a0f0-5318bd69b730,2015-01-12T03:22:40.000000,2015-01-12T05:34:18.000000,7898,7898,timed,1,
e85419df-a357-47fb-9533-999dde3a68a1,2015-01-12T10:35:47.000000,2015-01-12T12:07:24.000000,5497,5497,timed,1,
3ce37be9-3b27-4e04-aa89-6ca1f5a4d501,2015-01-12T14:17:24.000000,2015-01-12T17:03:55.000000,9991,9991,timed,1,
62dd133a-d382-49c4-b5d6-0379848ffc75,2015-01-12T22:08:55.000000,2015-01-12T23:40:05.000000,5470,5470,timed,1,
2f711945-f90f-4df9-a9b3-72b9c950f894,2015-01-13T02:45:45.000000,2015-01-13T04:48:50.000000,7385,7385,timed,1,
6f769e88-04bc-4455-b2fe-e45c3f72135e,2015-01-13T08:09:49.000000,2015-01-13T08:36:23.000000,1594,1594,timed,1,
de8618a2-f35d-4f99-acef-3c61fab72e6a,2015-01-13T11:07:10.000000,2015-01-13T12:33:44.000000,5194,5194,timed,1,
37590bce-4c13-4990-9497-c034d41719c8,2015-01-13T17:50:34.000000,2015-01-13T18:44:36.000000,3242,3242,timed,1,
5cce78d7-b012-4e20-91f5-a6116d096769,2015-01-13T22:37:02.000000,2015-01-13T23:21:15.000000,2653,2653,timed,1,
c1f69cf7-2343-45a7-8372-5442f74fd9a4,2015-01-14T02:33:10.000000,2015-01-14T04:06:05.000000,5575,5575,timed,1,
ccdc073b-e14a-446f-9d37-ff9ceab5085f,2015-01-14T08:35:43.000000,2015-01-14T09:16:25.000000,2442,2442,timed,1,
ab0e53f9-5464-4084-9522-b58375af8865,2015-01-14T13:21:48.000000,2015-01-14T14:04:19.000000,2551,2551,timed,1,
ba173ed6-8617-4a84-9da8-ef7da1baeed7,2015-01-14T18:35:08.000000,2015-01-14T20:34:48.000000,7180,7180,timed,1,
268c24ca-591a-415c-ad1d-56b1913843e2,2015-01-14T23:47:17.000000,2015-01-15T00:38:43.000000,3086,3086,timed,1,
4cc886c0-6c0c-4437-aefc-117d4c10ee53,2015-01-15T01:25:06.000000,2015-01-15T01:45:22.000000,1216,1216,timed,1,
f9f69fd0-0236-4f0d-aa67-71289fe1e8f8,2015-01-15T06:21:08.000000,2015-01-15T06:43:20.000000,1332,1332,timed,1,
a1850fc8-ded8-4566-bdc1-0bbf550c52e6,2015-01-15T11:14:11.000000,2015-01-15T13:05:59.000000,6708,6708,timed,1,
a93013ce-c0e3-4c8e-a167-76c99df67eca,2015-01-15T16:23:38.000000,2015-01-15T18:04:56.000000,6078,6078,timed,1,
2063dd24-e50e-4549-8811-00c979e245b1,2015-01-15T23:29:57.000000,2015-01-16T01:57:22.000000,8845,8845,timed,1,
ea30ecef-ec89-48a5-bd5f-4b8bb929dd32,2015-01-16T06:03:14.000000,2015-01-16T06:42:10.000000,2336,2336,timed,1,
d0dc7988-1bce-42df-a11d-6ee5e6b2103c,2015-01-16T09:42:28.000000,2015-01-16T09:59:38.000000,1030,1030,timed,1,
0bd37d54-15c8-4703-9d4d-bb74f9273b1a,2015-01-16T15:26:35.000000,2015-01-16T15:57:15.000000,1840,1840,timed,1,
16d4e8c3-6040-492b-8a7f-1220a80ec32a,2015-01-16T17:41:11.000000,2015-01-16T18:31:49.000000,3038,3038,timed,1,
6f5a424b-c41f-4cab-b72d-afa8a825b810,2015-01-16T21:06:21.000000,2015-01-16T23:57:26.000000,10265,10265,timed,1,
8e46694a-8b7a-43f6-8a02-1a294a643ff6,2015-01-17T05:06:13.000000,2015-01-17T07:24:56.000000,8323,8323,timed,1,
2271677f-029e-453c-82d5-bed9e0b471a4,2015-01-17T13:02:13.000000,2015-01-17T15:54:01.000000,10308,10308,timed,1,
a124cdd0-3bf5-44cb-87d1-40790759fd47,2015-01-17T21:24:12.000000,2015-01-17T22:03:52.000000,2380,2380,timed,1,
d595d928-fec2-41d2-a137-62c507950553,2015-01-18T01:35:55.000000,2015-01-18T01:46:16.000000,621,621,timed,1,
05630c45-e83b-4260-b79d-de75b4da2798,2015-01-18T06:55:21.000000,2015-01-18T07:35:21.000000,2400,2400,timed,1,
8e7052e8-b0f1-479c-b397-3e9055d7181b,2015-01-18T10:50:41.000000,2015-01-18T13:20:00.000000,8959,8959,timed,1,
f7614366-3b7d-4881-8668-ac9434083fd5,2015-01-18T15:04:50.000000,2015-01-18T16:38:15.000000,5605,5605,timed,1,
76718e61-4b74-4492-8aa5-6c9a533e0dc4,2015-01-18T19:06:12.000000,2015-01-18T20:37:17.000000,5465,5465,timed,1,
9fef79e2-777f-454c-a424-44bcd6f73516,2015-01-19T00:12:07.000000,2015-01-19T02:18:26.000000,7579,7579,timed,1,
f768737f-ed57-42c2-a7c1-60ddfaa3fb9d,2015-01-19T04:36:17.000000,2015-01-19T06:29:10.000000,6773,6773,timed,1,
f12c40b0-f1ff-4bb5-bdd0-d2973516cd11,2015-01-19T11:17:17.000000,2015-01-19T12:19:53.000000,3756,3756,timed,1,
2e664e84-4c96-4e82-af12-08883cae62ea,2015-01-19T13:17:16.000000,2015-01-19T14:47:27.000000,5411,5411,timed,1,
fb0a5950-9cfa-418e-92d7-fa83df99ba6e,2015-01-19T18:59:31.000000,2015-01-19T19:27:50.000000,1699,1699,timed,1,
49c132fe-65f1-4c0a-9714-b9e9eaf153bf,2015-01-19T20:44:11.000000,2015-01-19T21:24:10.000000,2399,2399,timed,1,
aa36e45c-9c6e-4817-bc21-3c257388c01c,2015-01-19T22:46:29.000000,2015-01-19T23:15:54.000000,1765,1765,timed,1,
fa2b5287-8258-48c1-8ec3-36487b92810a,2015-01-20T04:08:55.000000,2015-01-20T04:19:10.000000,615,615,timed,1,
4e3c2a1f-ec94-4ecc-a46a-aa4595b5bfc4,2015-01-20T08:36:02.000000,2015-01-20T10:06:10.000000,5408,5408,timed,1,
33b9b842-0f5f-4deb-bc34-3954c17ccfb3,2015-01-20T14:44:25.000000,2015-01-20T15:21:49.000000,2244,2244,timed,1,
1624b405-3a85-4f04-9b3d-4eb780f54305,2015-01-20T18:52:28.000000,2015-01-20T19:42:40.000000,3012,3012,timed,1,
53d889d6-a3ac-4f06-be6b-78fe4379997f,2015-01-21T01:16:45.000000,2015-01-21T02:46:23.000000,5378,5378,timed,1,
b2bf2496-1a0d-42e5-8c33-ea603e69e2b5,2015-01-21T07:52:29.000000,2015-01-21T08:26:02.000000,2013,2013,timed,1,
c526879c-fa3b-494d-8333-6ccc6533f52a,2015-01-21T10:00:35.000000,2015-01-21T11:30:22.000000,5387,5387,timed,1,
b1da7eae-6816-425e-9d4f-3295de1ec998,2015-01-21T16:23:52.000000,2015-01-21T18:04:48.000000,6056,6056,timed,1,
a5c4191e-bab6-4571-98be-3167adfacae1,2015-01-21T19:04:31.000000,2015-01-21T20:23:06.000000,4715,4715,timed,1,
cd98767e-7f44-4858-8e10-8e0a0fd961aa,2015-01-21T21:16:26.000000,2015-01-21T22:57:22.000000,6056,6056,timed,1,
3a32b9a3-d191-453a-8dd0-64532161896e,2015-01-22T04:23:45.000000,2015-01-22T05:06:07.000000,2542,2542,timed,1,
5a3c8c67-7e9c-4117-8803-d3b7423ff903,2015-01-22T09:19:52.000000,2015-01-22T12:09:43.000000,10191,10191,timed,1,
d7de88a2-e04b-424a-9fe5-33c8ab166f41,2015-01-22T15:43:51.000000,2015-01-22T18:02:14.000000,8303,8303,timed,1,
96b7a249-05d4-4f4c-b5f4-e80625507888,2015-01-22T18:47:12.000000,2015-01-22T21:17:59.000000,9047,9047,timed,1,
d8b68533-b2e4-466d-9abe-b4fa68bfc546,2015-01-23T00:22:11.000000,2015-01-23T00:34:28.000000,737,737,timed,1,
4538a6ee-83dd-477e-88f3-eb1c3f78cf46,2015-01-23T04:05:25.000000,2015-01-23T04:44:12.000000,2327,2327,timed,1,
f02087a2-031b-4b0e-9a11-884423584ed5,2015-01-23T07:25:19.000000,2015-01-23T08:57:22.000000,5523,5523,timed,1,
803a06ec-f32d-47b4-8f12-bdae205daf12,2015-01-23T11:21:21.000000,2015-01-23T12:50:31.000000,5350,5350,timed,1,
9b5213ff-d708-4c39-8707-0bde1dde6e51,2015-01-23T17:54:55.000000,2015-01-23T18:59:03.000000,3848,3848,timed,1,
f3f189f1-d6de-4e56-a56d-3459476679df,2015-01-23T21:46:24.000000,2015-01-23T21:58:10.000000,706,706,timed,1,
77d74ad3-329d-4f2f-acf7-5f434557cf53,2015-01-23T22:44:23.000000,2015-01-24T01:43:38.000000,10755,10755,timed,1,
edc2bf31-becf-44c5-99c8-2cba68cf660e,2015-01-24T07:27:59.000000,2015-01-24T08:27:18.000000,3559,3559,timed,1,
25aaf86f-d8fb-41f8-9265-5cf3b1e80891,2015-01-24T13:36:45.000000,2015-01-24T14:03:44.000000,1619,1619,timed,1,
0ea031b9-7d4e-4558-a7e3-dfa38c381ce2,2015-01-24T16:56:30.000000,2015-01-24T19:25:36.000000,8946,8946,timed,1,
739dbd3a-f86d-4aff-b824-37fff2d8772b,2015-01-24T21:11:32.000000,2015-01-25T00:03:32.000000,10320,10320,timed,1,
e9700831-df16-4d99-b9af-ff8e71448c5c,2015-01-25T02:58:43.000000,2015-01-25T05:51:52.000000,10389,10389,timed,1,
c001338a-96e4-43c6-b4fc-8260f91e02e3,2015-01-25T11:28:54.000000,2015-01-25T12:37:10.000000,4096,4096,timed,1,
d39d5b2f-10d0-4d76-836c-3526db29fb34,2015-01-25T16:38:32.000000,2015-01-25T17:23:56.000000,2724,2724,timed,1,
cbbbced4-2369-4a94-b518-bcfa2aa058b7,2015-01-25T21:05:09.000000,2015-01-25T23:59:58.000000,10489,10489,timed,1,
1afd0a2f-ef2d-41ac-9224-438e2ab4b68c,2015-01-26T05:47:59.000000,2015-01-26T07:56:37.000000,7718,7718,timed,1,
ea46daa7-f56c-4624-8506-5746d9003a6c,2015-01-26T11:18:26.000000,2015-01-26T14:02:23.000000,9837,9837,timed,1,
54f8be67-343c-4e78-82ed-3e2158a43a47,2015-01-26T18:18:55.000000,2015-01-26T19:18:11.000000,3556,3556,timed,1,
cef01fb9-785c-47c4-8776-bbffdf98ad75,2015-01-26T23:00:23.000000,2015-01-27T00:40:38.000000,6015,6015,timed,1,
fe2542fe-f6d9-4111-bbf2-63f55eb17f89,2015-01-27T05:29:46.000000,2015-01-27T07:58:36.000000,8930,8930,timed,1,
06193211-4a5a-4929-8cc1-a294d6829366,2015-01-27T11:03:28.000000,2015-01-27T13:43:18.000000,9590,9590,timed,1,
7cea5684-a80b-49ad-af89-18d8d98bf088,2015-01-27T16:09:29.000000,2015-01-27T17:07:14.000000,3465,3465,timed,1,
aa267947-dcce-4622-a558-5713150f05e5,2015-01-27T21:37:57.000000,2015-01-27T23:50:50.000000,7973,7973,timed,1,
4b0543fd-b097-4800-ba79-b32a2be1d556,2015-01-28T03:59:01.000000,2015-01-28T06:13:41.000000,8080,8080,timed,1,
615cc839-8499-4d02-96bd-476f5b6ea614,2015-01-28T11:07:32.000000,2015-01-28T11:42:16.000000,2084,2084,timed,1,
3a29539f-e68c-4497-abb9-52bc517fe3a7,2015-01-28T12:52:26.000000,2015-01-28T14:04:08.000000,4302,4302,timed,1,
fb91d1be-f642-4f0e-a1ff-0e0c81f876de,2015-01-28T18:24:10.000000,2015-01-28T20:32:54.000000,7724,7724,timed,1,
b41541e1-ca18-453a-b79c-7aab2c5d9b25,2015-01-28T21:22:36.000000,2015-01-28T23:25:18.000000,7362,7362,timed,1,
7c5b03f4-ca1a-492b-a722-785c2de84931,2015-01-29T01:17:45.000000,2015-01-29T02:16:58.000000,3553,3553,timed,1,
efddc4ef-a13c-4b80-9bdb-d3e84da57a0d,2015-01-29T08:06:54.000000,2015-01-29T08:24:23.000000,1049,1049,timed,1,
bfe19233-6cda-45c9-9e63-9db57d347595,2015-01-29T10:09:51.000000,2015-01-29T12:56:26.000000,9995,9995,timed,1,
85c3a15a-7890-4bbf-824d-59756006ac93,2015-01-29T17:55:28.000000,2015-01-29T20:15:46.000000,8418,8418,timed,1,
ef1f5228-1d69-4f94-9e6e-3fbe49216b1a,2015-01-29T22:26:34.000000,2015-01-30T01:23:04.000000,10590,10590,timed,1,
3c3ffbbf-16e8-4a6e-9625-8f4ee18e73a1,2015-01-30T07:08:34.000000,2015-01-30T07:44:50.000000,2176,2176,timed,1,
b72fe1a3-4fd2-42b6-812a-446a54a0eb93,2015-01-30T09:29:51.000000,2015-01-30T10:09:42.000000,2391,2391,timed,1,
9712076a-dd1e-4b9b-80ba-b146f96c1414,2015-01-30T13:17:21.000000,2015-01-30T15:09:36.000000,6735,6735,timed,1,
28d8a756-4dba-4ebe-8560-868c15460a12,2015-01-30T15:54:17.000000,2015-01-30T17:36:54.000000,6157,6157,timed,1,
de0d49cb-d5fc-4dcb-8f83-0a04473391f3,2015-01-30T20:01:04.000000,2015-01-30T22:53:27.000000,10343,10343,timed,1,
097f6b56-e368-41be-a30c-17ea68260ab6,2015-01-30T23:33:53.000000,2015-01-31T00:14:43.000000,2450,2450,timed,1,
43bc2330-cc86-4815-9fe4-a2060068e1db,2015-01-31T02:22:00.000000,2015-01-31T02:34:19.000000,739,739,timed,1,
ffa54c40-6d7d-4c0e-b068-5cbfd007defb,2015-01-31T03:11:41.000000,2015-01-31T04:26:56.000000,4515,4515,timed,1,
4ea869bf-4bf6-4a1f-ba83-fe3b327c297e,2015-01-31T05:16:04.000000,2015-01-31T07:20:52.000000,7488,7488,timed,1,
04e59e14-d70f-4923-b4e7-eed1feb52b5e,2015-01-31T08:02:58.000000,2015-01-31T09:22:54.000000,4796,4796,timed,1,
77f1690c-2a85-4e00-b967-d99df9ae6aaf,2015-01-31T11:48:18.000000,2015-01-31T14:30:20.000000,9722,9722,timed,1,
389df488-831c-4252-93cc-f387b032a0ae,2015-01-31T16:17:37.000000,2015-01-31T18:45:39.000000,8882,8882,timed,1,
73d56f13-243b-4c6c-b86c-47e244ec08a5,2015-01-31T20:24:16.000000,2015-01-31T21:16:09.000000,3113,3113,timed,1,
d03490ef-3789-4b2c-a620-178b689c8236,2015-02-01T01:58:48.000000,2015-02-01T04:53:33.000000,10485,10485,timed,1,
9d7b7ebb-fac3-4b04-a64f-d3af207e668b,2015-02-01T06:42:48.000000,2015-02-01T07:15:04.000000,1936,1936,timed,1,
272e23ec-6b74-468e-9d11-cee6f19d55b5,2015-02-01T09:35:27.000000,2015-02-01T12:14:13.000000,9526,9526,timed,1,
86e4c438-8146-4833-8c7d-b97a83e31364,2015-02-01T16:11:08.000000,2015-02-01T17:13:35.000000,3747,3747,timed,1,
09086aee-dca7-43bb-a52a-e330ea6f7123,2015-02-01T17:43:53.000000,2015-02-01T19:49:40.000000,7547,7547,timed,1,
0787173f-5f61-42f6-a356-833c6b779b85,2015-02-01T21:13:42.000000,2015-02-01T21:47:48.000000,2046,2046,timed,1,
1fa25823-f0c3-4a93-a2e2-7f77db7a2dea,2015-02-01T23:34:07.000000,2015-02-02T01:34:50.000000,7243,7243,timed,1,
f4478260-6ce5-404c-9bd4-86e22191847c,2015-02-02T05:29:03.000000,2015-02-02T08:27:52.000000,10729,10729,timed,1,
9440d8ca-7a66-4627-b870-ba5d360b0452,2015-02-02T13:15:44.000000,2015-02-02T15:46:13.000000,9029,9029,timed,1,
4289671f-3c7f-47c9-8816-998e2cefef54,2015-02-02T19:05:39.000000,2015-02-02T19:48:27.000000,2568,2568,timed,1,
e84a91c4-eb87-46bd-a0b2-78db81c7fd7f,2015-02-02T21:04:05.000000,2015-02-02T22:41:50.000000,5865,5865,timed,1,
4fd4b39d-0e27-4524-9622-f0cd40f2efbc,2015-02-02T23:38:07.000000,2015-02-03T01:51:42.000000,8015,8015,timed,1,
3f415c45-63d9-485f-8be3-fa51f9bc3a39,2015-02-03T06:14:49.000000,2015-02-03T08:35:08.000000,8419,8419,timed,1,
084674ec-3951-4ab5-8eb8-2110582d6a1b,2015-02-03T13:15:51.000000,2015-02-03T14:26:46.000000,4255,4255,timed,1,
326eac3e-c57d-4544-bf8e-6844051a35f4,2015-02-03T17:43:20.000000,2015-02-03T20:39:01.000000,10541,10541,timed,1,
b01bee1c-8727-4819-86ac-16faa4f421c9,2015-02-04T00:25:00.000000,2015-02-04T02:33:20.000000,7700,7700,timed,1,
b06c9801-585c-4ea7-bda3-a89bd8c54976,2015-02-04T06:01:03.000000,2015-02-04T08:36:48.000000,9345,9345,timed,1,
1151e8e7-67ad-4df9-8204-f552e3a69eb5,2015-02-04T09:37:32.000000,2015-02-04T11:41:05.000000,7413,7413,timed,1,
13e46bf1-c2aa-43d2-a30f-e7519edc6908,2015-02-04T12:38:33.000000,2015-02-04T14:34:09.000000,6936,6936,timed,1,
e18a7e3e-ac97-4adc-afc9-07d78a467bb4,2015-02-04T15:18:39.000000,2015-02-04T16:51:11.000000,5552,5552,timed,1,
a8b7671c-6d9e-44a5-931d-3e97c93c9b0e,2015-02-04T19:12:41.000000,2015-02-04T22:11:35.000000,10734,10734,timed,1,
f0f8d9ef-5ea9-4364-b174-fe60812c8b9d,2015-02-04T23:02:16.000000,2015-02-04T23:13:07.000000,651,651,timed,1,
7f7f9166-5c98-4e5e-86eb-e6bd39ab7dc7,2015-02-05T04:11:11.000000,2015-02-05T06:07:45.000000,6994,6994,timed,1,
d35831f5-6e64-4fc5-a49e-0dd4d079152c,2015-02-05T08:45:58.000000,2015-02-05T10:07:51.000000,4913,4913,timed,1,
4616a143-6392-4def-8a47-ae879c38f551,2015-02-05T13:06:47.000000,2015-02-05T13:54:38.000000,2871,2871,timed,1,
19ce7730-5569-4f80-8ad8-ac34dd1b00c3,2015-02-05T18:30:07.000000,2015-02-05T20:11:45.000000,6098,6098,timed,1,
a52a8538-d217-41fb-9cf6-f7ad6e79075d,2015-02-05T23:04:33.000000,2015-02-06T01:26:44.000000,8531,8531,timed,1,
ebc1c45e-d358-473f-baed-e7cef2dcef2a,2015-02-06T05:31:13.000000,2015-02-06T07:09:08.000000,5875,5875,timed,1,
3c1faac5-f12f-45be-ab01-25ae43d681f7,2015-02-06T11:47:16.000000,2015-02-06T13:38:09.000000,6653,6653,timed,1,
118d7756-3f94-4803-99f2-0e932f01f4f1,2015-02-06T18:01:20.000000,2015-02-06T19:36:00.000000,5680,5680,timed,1,
97a718a0-de9b-45d5-a4a0-920cb04856f1,2015-02-06T20:08:42.000000,2015-02-06T21:48:30.000000,5988,5988,timed,1,
2c82b6a6-94dc-4a3c-a490-7ee85fc87c4a,2015-02-06T23:21:27.000000,2015-02-07T02:21:18.000000,10791,10791,timed,1,
c68152d8-5231-4c80-9d95-bc751c46af84,2015-02-07T07:34:03.000000,2015-02-07T09:12:16.000000,5893,5893,timed,1,
9d7e67f3-1605-4d3c-9320-597868ce4c3f,2015-02-07T10:43:59.000000,2015-02-07T13:10:08.000000,8769,8769,timed,1,
3646b4e3-697e-4670-bfdf-87d711911ed5,2015-02-07T18:45:43.000000,2015-02-07T19:17:41.000000,1918,1918,timed,1,
d0eb76ff-fcf1-4151-ab6d-47de3932117b,2015-02-07T22:17:24.000000,2015-02-07T23:39:38.000000,4934,4934,timed,1,
42966ef4-4ee8-437d-a234-392cd30975f4,2015-02-08T03:05:51.000000,2015-02-08T04:22:30.000000,4599,4599,timed,1,
21d9bee4-c77f-4718-94d9-c078d4f53a57,2015-02-08T09:56:22.000000,2015-02-08T10:20:30.000000,1448,1448,timed,1,
69838332-a25e-42ae-a8cb-c902f2411a0e,2015-02-08T11:49:30.000000,2015-02-08T13:54:47.000000,7517,7517,timed,1,
84bbaae4-2c3a-4ba6-885f-f0431ae81401,2015-02-08T17:34:55.000000,2015-02-08T18:55:43.000000,4848,4848,timed,1,
48405de7-ac78-4789-976c-c311040de6d2,2015-02-08T21:46:01.000000,2015-02-09T00:17:12.000000,9071,9071,timed,1,
cf746a76-b253-44bf-bb46-65d2e52f3ee1,2015-02-09T05:09:54.000000,2015-02-09T05:45:23.000000,2129,2129,timed,1,
7e804364-b799-4208-8265-1bc128a355fd,2015-02-09T11:01:57.000000,2015-02-09T13:45:35.000000,9818,9818,timed,1,
